join,name,ye
730418,SARTELL P-3,2
730441,WAITE PARK P2,2
740010,BERLIN TWP.,2
740150,SOMERSET TWP.,2
740155,SUMMIT TWP.,2
750081,MORRIS P-3B,2
760005,APPLETON,2
760015,BENSON P-1,2
760020,BENSON P-2,2
770030,BRUCE TWP,2
770050,CLARISSA,2
770150,REYNOLDS TWP,2
780060,TARA TWP.,2
790015,ELGIN CITY,2
790030,GLASGOW TWP.,2
790075,LAKE CITY P-3,2
790125,PLAINVIEW P-2,2
790145,WABASHA W-2,2
800055,NORTH GERMANY TWP.,2
800090,THOMASTOWN TWP.,2
800105,WADENA P-2,2
800120,WADENA TWP.,2
810025,FREEDOM TWP.,2
810085,WASECA W-1 P-B,2
820020,AFTON W-4 P-1,2
820035,BIRCHWOOD VILLAGE CITY,2
820120,FOREST LAKE P-4,2
820155,HUGO W-2 P-2B,2
820190,LAKE ST. CROIX BEACH,2
820200,MAHTOMEDI P-1,2
820215,MAY TWP.,2
820320,STILLWATER W-2 P-3,2
820325,STILLWATER W-2 P-4,2
820405,WOODBURY P-07,2
830075,ODIN TWP,2
830085,RIVERDALE TWP,2
840035,BRECKENRIDGE P-2,2
850035,GOODVIEW P-1,2
850060,LEWISTON,2
850080,NEW HARTFORD TWP,2
850160,WINONA W-1 P-2,2
850175,WINONA W-2 P-1,2
850205,WINONA W-3 P-3,2
850210,WINONA W-3 P-4,2
860031,BUFFALO P-4,2
860035,BUFFALO TWP,2
860050,CLEARWATER TWP,2
860115,MARYSVILLE TWP,2
860175,STOCKHOLM TWP,2
860180,VICTOR TWP,2
870070,HANLEY FALLS,2
010010,AITKIN TWP,1
010040,FARM ISLAND TWP,1
010045,FLEMING TWP,1
010050,GLEN TWP,1
010055,HAUGEN TWP,1
010070,HILL LAKE TWP,1
010085,KIMBERLY TWP,1
010120,MCGREGOR,1
010130,MACVILLE TWP,1
010132,MILLWARD TWP,1
010135,MALMO TWP,1
010180,SPALDING TWP,1
010185,SPENCER TWP,1
010195,TURNER TWP,1
020045,ANDOVER P-9,1
020050,ANDOVER P-10,1
020135,ANOKA P-7,1
020705,CIRCLE PINES P-1,1
020840,COLUMBIA HEIGHTS P-8,1
021905,HAM LAKE P-1,1
022005,HILLTOP P-1,1
022210,LINO LAKES P-2,1
022410,NOWTHEN P-2A,1
022505,OAK GROVE P-1,1
022510,OAK GROVE P-2,1
022520,OAK GROVE P-4,1
022610,RAMSEY W-1 P-2,1
023010,SAINT FRANCIS P-2,1
030015,AUDUBON TWP,1
030050,DETROIT TWP P-1,1
030125,LAKE EUNICE TWP,1
030145,MAPLE GROVE TWP,1
030175,ROUND LAKE TWP,1
030190,SHELL LAKE TWP,1
030215,TOAD LAKE TWP,1
040055,BLACKDUCK,1
040080,FROHN TWP,1
040185,PORT HOPE TWP,1
040270,TURTLE RIVER TWP,1
040295,WILTON,1
050005,ALBERTA TWP,1
050040,LANGOLA TWP,1
050045,MAYHEW LAKE TWP,1
050055,MINDEN TWP P-1,1
050070,ST CLOUD W2 P1,1
050100,SAUK RAPIDS P-1,1
050105,SAUK RAPIDS P-2,1
060005,AKRON TWP,1
060031,BEARDSLEY,1
060070,ODESSA,1
060085,ORTONVILLE P-2,1
060095,PRIOR TWP,1
070015,BUTTERNUT VALLEY TWP,1
070020,CAMBRIA TWP,1
070030,DANVILLE TWP,1
070035,DECORIA TWP,1
070050,GOOD THUNDER,1
070060,JUDSON TWP,1
070070,LE RAY TWP,1
070080,LINCOLN TWP,1
070090,MCPHERSON TWP,1
070095,MADISON LAKE,1
070105,MANKATO W-05 P-02,1
070125,MANKATO W-03 P-07,1
070155,MANKATO W-04 P-13,1
070195,MANKATO TWP P-1,1
070215,PEMBERTON,1
070225,RAPIDAN TWP,1
070235,SHELBY TWP,1
080045,HANSKA,1
080050,HOME TWP,1
080055,LAKE HANSKA TWP,1
080070,MILFORD TWP,1
080080,NEW ULM W-1 P-1,1
080095,NEW ULM W-2 P-2,1
080130,SIGEL TWP,1
080135,SLEEPY EYE W-1,1
080145,SPRINGFIELD W-1,1
090015,BARNUM,1
090020,BARNUM TWP,1
090025,BESEMAN TWP,1
090035,CARLTON,1
090065,CLOQUET W-5 P-2,1
090068,CLEAR CREEK UNORG,1
090075,CROMWELL,1
090105,MAHTOWA TWP,1
090125,RED CLOVER UNORG,1
090140,SILVER BROOK TWP,1
090175,WRENSHALL,1
100065,COLOGNE,1
100070,DAHLGREN TWP P-1,1
100080,HANCOCK TWP,1
100095,MAYER,1
100110,SAN FRANCISCO TWP,1
100117,VICTORIA P-2,1
100140,WATERTOWN TWP,1
110020,BECKER TWP,1
110060,BULL MOOSE TWP,1
110065,BUNGO TWP,1
110090,DEERFIELD TWP,1
110095,EAST GULL LAKE,1
110110,GOULD TWP,1
110125,HOME BROOK TWP,1
110140,LAKE SHORE,1
110195,PILLAGER,1
110200,PINE LAKE TWP,1
110205,PINE RIVER,1
110210,PINE RIVER TWP,1
110252,SHINGOBEE TWP P-2,1
110270,THUNDER LAKE TWP,1
110275,TORREY TWP,1
110280,TRELIPE TWP,1
110315,WILSON TWP,1
120015,CRATE TWP,1
120035,HAVELOCK TWP,1
120115,SPARTA TWP,1
130005,AMADOR TWP,1
130025,CHISAGO LAKE TWP (N),1
130045,HARRIS,1
130100,TAYLORS FALLS,1
140085,GLYNDON CITY,1
140180,MOORHEAD CITY W-2 P-5B,1
140195,MOORHEAD CITY W-3 P-7,1
140212,MOORHEAD CITY W-4 P-11,1
140250,SPRING PRAIRIE TWP,1
140260,ULEN CITY,1
150015,CLEARBROOK CITY,1
150025,COPLEY TWP,1
150035,EDDY TWP,1
150045,GONVICK CITY,1
150060,HOLST TWP,1
150070,LA PRAIRIE TWP,1
150080,LEONARD CITY,1
150085,MINERVA TWP,1
160005,COLVILL PREC 3,1
160020,GRAND PORTAGE PREC 1,1
160035,LUTSEN PREC 10,1
160065,MAPLE HILL PREC 8A,1
170055,HIGHWATER TWP,1
170130,WINDOM W-1 P-1,1
180015,BRAINERD W-1 P-1,1
180016,BRAINERD W-1 P-2,1
180040,BRAINERD W-3 P-2,1
180095,WHITE PRECINCT,1
180105,DEERWOOD CITY,1
180145,GARRISON CITY,1
180150,GARRISON TWP,1
180195,LITTLE PINE TWP,1
180200,LONG LAKE TWP,1
180225,NOKAY LAKE TWP,1
180250,PLATTE LAKE TWP,1
180290,WOLFORD TWP,1
191270,BURNSVILLE P-07,1
191610,DOUGLAS TWP,1
191820,EAGAN P-12,1
191840,EAGAN P-14,1
192110,EUREKA TWP,1
192950,LAKEVILLE P-05,1
192960,LAKEVILLE P-06,1
193080,LAKEVILLE P-18,1
193510,MIESVILLE,1
193610,NEW TRIER,1
194250,ROSEMOUNT P-5,1
194610,VERMILLION CITY,1
200010,CANISTEO TWP.,1
200032,DODGE CENTER P-2,1
200060,MANTORVILLE TWP.,1
200065,MILTON TWP.,1
210025,ALEXANDRIA W-5 P-1,1
210027,ALEXANDRIA W-5 P-2,1
210035,BELLE RIVER TWP.,1
210040,BRANDON CITY,1
210045,BRANDON TWP.,1
210080,HOLMES CITY TWP.,1
210085,HUDSON TWP.,1
210095,KENSINGTON,1
210105,LAKE MARY TWP.,1
210125,MILLERVILLE TWP.,1
210160,OSAKIS TWP.,1
220015,BLUE EARTH W-2,1
220025,BLUE EARTH TWP.,1
220050,DELAVAN TWP.,1
220070,ELMORE TWP.,1
220095,KIESTER,1
220100,KIESTER TWP.,1
220125,PRESCOTT TWP.,1
220145,WALNUT LAKE TWP.,1
230025,BRISTOL TWP.,1
230030,CANTON,1
230090,HOLT TWP.,1
230100,LANESBORO,1
230105,MABEL,1
230125,PETERSON,1
230150,PRESTON TWP.,1
240075,BANCROFT TWP.,1
240080,BATH TWP.,1
240100,EMMONS,1
240105,FREEBORN,1
240120,GENEVA,1
240145,HAYWARD,1
240165,MANCHESTER,1
240175,MANSFIELD TWP.,1
250020,CANNON FALLS P-1,1
250035,CHERRY GROVE TWP.,1
250050,FLORENCE TWP.,1
250055,GOODHUE,1
250085,LAKE CITY,1
250095,MINNEOLA TWP.,1
250115,RED WING W-1 P-2,1
250160,RED WING W-4 P-2,1
250205,WELCH TWP.,1
260010,BARRETT,1
260015,DELAWARE TWP,1
260020,ELBOW LAKE,1
260025,ELBOW LAKE TWP,1
260030,ELK LAKE TWP,1
260035,ERDAHL TWP,1
260065,LIEN TWP,1
260090,PELICAN LAKE TWP,1
270085,BLOOMINGTON W-3 P-17,1
270365,BROOKLYN PARK W-E P-5,1
270510,CORCORAN P-03,1
270785,EDEN PRAIRIE P-19B,1
270905,EDINA P-11,1
271065,GREENWOOD P-01,1
271080,HANOVER P-1,1
271130,HOPKINS P-05,1
271160,LONG LAKE P-01,1
271235,MAPLE GROVE P-10,1
271295,MAPLE GROVE P-22,1
271385,MINNEAPOLIS W-1 P-06,1
271504,MINNEAPOLIS W-3 P-13,1
271595,MINNEAPOLIS W-5 P-09,1
271605,MINNEAPOLIS W-6 P-01,1
271725,MINNEAPOLIS W-8 P-06,1
271770,MINNEAPOLIS W-9 P-05,1
271825,MINNEAPOLIS W-10 P-05A,1
271900,MINNEAPOLIS W-11 P-09,1
271935,MINNEAPOLIS W-12 P-07,1
271955,MINNEAPOLIS W-12 P-11,1
271965,MINNEAPOLIS W-13 P-02,1
271970,MINNEAPOLIS W-13 P-03,1
271975,MINNEAPOLIS W-13 P-04,1
272005,MINNEAPOLIS W-13 P-10,1
272015,MINNEAPOLIS W-13 P-12,1
272105,MINNETONKA W-1 P-D,1
272110,MINNETONKA W-1 P-E,1
272135,MINNETONKA W-2 P-D,1
272205,MINNETONKA W-4 P-E,1
272245,MINNETRISTA P-2A,1
272365,ORONO P-3A,1
272435,PLYMOUTH W-2 P-08,1
272480,PLYMOUTH W-3 P-17,1
272490,PLYMOUTH W-4 P-19,1
272695,ROCKFORD P-01,1
272755,SPRING PARK P-01,1
280005,BLACK HAMMER TWP.,1
280010,BROWNSVILLE,1
280015,BROWNSVILLE TWP.,1
280065,JEFFERSON TWP.,1
280080,LA CRESCENT TWP.,1
280090,MONEY CREEK TWP.,1
280095,MOUND PRAIRIE TWP.,1
280105,SPRING GROVE,1
280115,UNION TWP.,1
280120,WILMINGTON TWP.,1
280125,WINNEBAGO TWP.,1
290010,AKELEY TWP.,1
290022,CLAY TWP.,1
290045,GUTHRIE TWP.,1
290060,HENDRICKSON TWP.,1
290070,HUBBARD TWP.,1
290080,LAKE EMMA TWP.,1
290085,LAKE GEORGE TWP.,1
290090,LAKE HATTIE TWP.,1
290110,NEVIS,1
290122,PARK RAPIDS P-2,1
290135,STEAMBOAT RIVER TWP. P-1,1
290150,TODD TWP. P-1,1
290155,WHITE OAK TWP.,1
300015,BRAHAM CITY,1
300040,ISANTI TWP,1
300050,NORTH BRANCH TWP,1
300060,SPENCER BROOK TWP,1
310015,ARDENHURST TWP,1
310050,BIGFORK TWP,1
310055,BLACKBERRY TWP,1
310060,BOVEY,1
310101,DEER RIVER TWP P-2,1
310130,GOODLAND TWP,1
310135,GRAN PREC,1
310240,LONE PINE TWP,1
310249,MARCELL TWP,1
310339,TACONITE P-1,1
310355,WABANA TWP,1
310360,WARBA,1
320020,CHRISTIANIA TWP.,1
320090,LAKEFIELD P-1,1
320120,ROST TWP.,1
320135,WEIMER TWP.,1
330045,HAY BROOK TWP.,1
330060,KNIFE LAKE TWP.,1
330065,KROSCHEL TWP.,1
330080,OGILVIE,1
330085,PEACE TWP.,1
330105,WHITED TWP.,1
340005,ARCTANDER TWP.,1
340015,BLOMKEST,1
340070,IRVING TWP.,1
340075,KANDIYOHI,1
340115,NEW LONDON TWP.,1
340120,NORWAY LAKE TWP.,1
340200,WILLMAR W-2 P-3,1
350005,ARVESON TWP,1
350095,LAKE BRONSON,1
350100,LANCASTER,1
360055,INTERNATIONAL FALLS - CENTER WARD,1
360075,KOOCHICHING POLL 1,1
360100,MIZPAH CITY,1
360120,RANIER P-E,1
360140,SCARLETT PRECINCT,1
360180,CENTRAL KOOCHICHING,1
370025,BELLINGHAM,1
370045,DAWSON,1
370085,LAKE SHORE TWP.,1
370090,LOUISBURG,1
370145,PROVIDENCE TWP.,1
380020,BEAVER BAY TWP. P-4,1
380025,CRYSTAL BAY P-1,1
380035,FALL LAKE TWP.,1
380040,SILVER BAY P-1,1
380070,TWO HARBORS W-1,1
380120,UNORG TERR NO 2 PREC 2,1
390015,0015 - 2-A GUDRID UNORG,1
390031,0031 - 3-C S MCDOUGALD UNORG,1
390050,0050 - 5-A UNORG,1
400010,CLEVELAND TWP.,1
400015,CORDOVA TWP.,1
400047,KASOTA TWP. P-2,1
400065,LE CENTER,1
400125,WASHINGTON TWP.,1
410005,ALTA VISTA TWP,1
410020,DIAMOND LAKE TWP,1
410035,HENDRICKS,1
410050,IVANHOE,1
410090,SHAOKATAN TWP,1
410095,TYLER,1
420025,COTTONWOOD,1
420080,LYND,1
420085,LYND TWP,1
420145,RUSSELL,1
420170,TRACY,1
430005,ACOMA TOWNSHIP,1
430010,BERGEN TOWNSHIP,1
430015,BISCAY CITY,1
430025,COLLINS TOWNSHIP,1
430045,GLENCOE CITY P-4,1
430050,GLENCOE TOWNSHIP,1
430055,HALE TOWNSHIP,1
430065,HELEN TOWNSHIP,1
430095,HUTCHINSON TOWNSHIP,1
430120,RICH VALLEY TOWNSHIP,1
430135,STEWART CITY,1
430145,WINSTED CITY,1
440005,BEAULIEU TWP,1
440025,CLOVER TWP,1
440045,LA GARDE TWP,1
440060,MARSH CREEK TWP,1
440065,OAKLAND TWP,1
440070,PEMBINA TWP,1
440080,ROSEDALE TWP,1
450015,ALVARADO,1
450130,LINCOLN TWP.,1
450150,MIDDLE RIVER,1
450175,NEWFOLDEN,1
450225,STEPHEN,1
450250,VEGA TWP.,1
450295,WHITEFORD TWP.,1
460025,EAST CHAIN TWP.,1
460085,FAIRMONT W-4 P-2,1
460165,RUTLAND TWP.,1
460170,SHERBURN,1
460185,TRIMONT,1
460205,WELCOME,1
460210,WESTFORD TWP.,1
470005,ACTON TWP.,1
470020,COLLINWOOD TWP.,1
470025,COSMOS,1
470040,DARWIN,1
470070,FOREST CITY TWP.,1
470075,FOREST PRAIRIE TWP.,1
470085,GROVE CITY,1
470090,HARVEY TWP.,1
470145,UNION GROVE TWP.,1
470150,WATKINS,1
480030,EAST SIDE TWP.,1
480035,FORESTON,1
480070,MILACA,1
480080,MILO TWP.,1
480100,PAGE TWP.,1
480105,PEASE,1
480120,SOUTH HARBOR TWP.,1
490015,BELLEVUE TOWNSHIP,1
490025,BUCKMAN,1
490030,BUCKMAN TOWNSHIP,1
490135,LITTLE FALLS TOWNSHIP,1
490140,MORRILL TOWNSHIP,1
490170,PIERZ TOWNSHIP,1
490200,RICHARDSON TOWNSHIP,1
490210,ROSING TOWNSHIP,1
490225,SOBIESKI,1
490230,SWAN RIVER TOWNSHIP,1
500005,ADAMS,1
500085,CLAYTON TWP.,1
500110,GRAND MEADOW,1
500125,LE ROY,1
500130,LE ROY TWP.,1
500155,MARSHALL TWP.,1
500180,RED ROCK TWP.,1
500205,UDOLPHO TWP.,1
510015,BONDIN TWP,1
510030,CHANDLER,1
510095,LEEDS TWP,1
510110,MASON TWP,1
520020,CITY OF COURTLAND,1
520025,COURTLAND TOWNSHIP,1
520035,CITY OF LAFAYETTE,1
520045,LAKE PRAIRIE TOWNSHIP,1
520055,NEW SWEDEN TOWNSHIP,1
520060,CITY OF NICOLLET,1
520065,NICOLLET TOWNSHIP,1
520080,NORTH MANKATO P-3,1
520140,TRAVERSE TOWNSHIP,1
530010,BIGELOW,1
530025,BREWSTER,1
530030,DEWALD TWP.,1
530035,DUNDEE,1
530040,ELK TWP.,1
530055,GRAND PRAIRIE TWP.,1
530065,INDIAN LAKE TWP.,1
530130,SUMMIT LAKE TWP.,1
530165,WORTHINGTON W-1 P-4,1
530166,WORTHINGTON W-1 P-5,1
530175,WORTHINGTON W-2 P-2,1
530186,WORTHINGTON W-2 P-5,1
540030,FLOM TWP.,1
540085,LAKE IDA TWP.,1
540150,TWIN VALLEY,1
540165,WINCHESTER TWP.,1
550030,ELMIRA TWP.,1
550055,HIGH FOREST TWP.,1
550080,ORONOCO,1
550088,PINE ISLAND,1
550090,PLEASANT GROVE TWP.,1
550096,ROCHESTER W1 P1,1
550102,ROCHESTER W1 P4,1
550106,ROCHESTER W1 P6,1
550110,ROCHESTER W1 P8,1
550116,ROCHESTER W1 P11,1
550132,ROCHESTER W2 P6,1
550156,ROCHESTER W4 P2,1
550158,ROCHESTER W4 P3,1
550182,ROCHESTER W5 P6,1
550204,ROCHESTER W6 P6,1
550206,ROCHESTER W6 P7,1
550220,SALEM TWP.,1
550230,VIOLA TWP.,1
560020,BATTLE LAKE,1
560040,BUSE TWP,1
560045,BUTLER TWP,1
560050,CANDOR TWP,1
560060,CLITHERALL,1
560110,DORA TWP,1
560120,EAGLE LAKE TWP,1
560230,GORMAN TWP,1
560245,HOBART TWP,1
560270,LIDA TWP,1
560275,MAINE TWP,1
560285,NEWTON TWP,1
560305,OAK VALLEY TWP,1
560315,OSCAR TWP,1
560320,OTTERTAIL,1
560340,PARKERS PRAIRIE,1
560370,PINE LAKE TWP,1
560390,ST OLAF TWP,1
560400,STAR LAKE TWP,1
560410,TORDENSKJOLD TWP,1
560415,TRONDHJEM TWP,1
560425,UNDERWOOD,1
560435,VERGAS,1
570020,DEER PARK TWP,1
570060,NORTH TWP,1
570085,ROCKSBURY TWP EAST,1
570090,ROCKSBURY TWP WEST,1
570135,THIEF RIVER FALLS (2),1
570155,THIEF RIVER FALLS (3B),1
580040,BROOK PARK TWP.,1
580060,CLOVER TWP.,1
580075,DELL GROVE TWP.,1
580085,FINLAYSON,1
580090,FINLAYSON TWP.,1
580095,FLEMING TWP.,1
580135,MISSION CREEK TWP.,1
580185,PINE CITY TWP.,1
580190,PINE LAKE TWP.,1
580195,POKEGAMA TWP.,1
580205,ROYALTON TWP.,1
580221,STURGEON LAKE P-1,1
590005,AETNA TWP.,1
590010,ALTONA TWP.,1
590040,GRANGE TWP.,1
590105,RUTHTON,1
600005,ANDOVER TWP.,1
600030,BRANDSVOLD TWP,1
600055,CLIMAX,1
600085,CROOKSTON W-5,1
600090,CROOKSTON W-6,1
600105,CROOKSTON TWP.,1
600130,EAST GRAND FORKS W-3,1
600160,EDEN TWP.,1
600165,ERSKINE,1
600180,FAIRFAX TWP.,1
600195,FERTILE,1
600245,GROVE PARK-TILDEN TWP,1
600295,KERTSONVILLE TWP.,1
600440,VINELAND TWP.,1
600445,WINGER CITY,1
610005,BANGOR TWP.,1
610035,FARWELL,1
610040,GILCHRIST TWP.,1
610060,GROVE LAKE TWP.,1
610075,LANGHEI TWP.,1
610090,LOWRY,1
610095,MINNEWASKA TWP.,1
610110,RENO TWP.,1
620310,MOUNDS VIEW P-3,1
620630,ST. PAUL W-1 P-10,1
620660,ST. PAUL W-1 P-13,1
620670,ST. PAUL W-1 P-14,1
620675,ST. PAUL W-1 P-15,1
620730,ST. PAUL W-2 P-06,1
620770,ST. PAUL W-2 P-10,1
620840,ST. PAUL W-3 P-01,1
620950,ST. PAUL W-3 P-12,1
621060,ST. PAUL W-4 P-07,1
621070,ST. PAUL W-4 P-08,1
621380,ST. PAUL W-6 P-10,1
621400,ST. PAUL W-6 P-12,1
621580,SHOREVIEW P-1,1
621730,WHITE BEAR TWP P-4,1
630005,BROOKS,1
630040,LAMBERT TWP.,1
630075,RED LAKE FALLS W-3,1
640005,BELVIEW,1
640010,BROOKVILLE TWP.,1
640020,CLEMENTS,1
640030,DELHI TWP.,1
640035,GALES TWP.,1
640060,LAMBERTON,1
640190,VESTA TWP.,1
640195,WABASSO,1
650035,BROOKFIELD TWP.,1
650040,BUFFALO LAKE,1
650055,CROOKS TWP.,1
650075,FAIRFAX,1
650085,FRANKLIN,1
650110,KINGMAN TWP.,1
650120,MELVILLE TWP.,1
650145,PALMYRA TWP.,1
650155,RENVILLE,1
650170,TROY TWP.,1
650175,WANG TWP.,1
660010,CANNON CITY TWP.,1
660020,ERIN TWP.,1
660125,SHIELDSVILLE TWP.,1
660140,WEBSTER TWP. P-1,1
670010,BEAVER CREEK,1
670050,KENNETH,1
670065,LUVERNE W-2 SE,1
670070,LUVERNE W-2 SW,1
670105,SPRINGWATER TWP,1
680030,DEER TOWNSHIP,1
680045,ENSTROM TOWNSHIP,1
680060,GREENBUSH,1
680085,LAKE TOWNSHIP,1
680090,LAONA TOWNSHIP,1
680185,STOKES TOWNSHIP,1
690035,BABBITT,1
690040,BALKAN TWP.,1
690050,BEATTY TWP.,1
690080,BUHL,1
690085,CANOSIA TWP.,1
690090,CEDAR VALLEY TWP.,1
690095,CHERRY TWP.,1
690125,COOK,1
690130,COTTON TWP.,1
690180,DULUTH P-9,1
690220,DULUTH P-16,1
690240,DULUTH P-18,1
690245,DULUTH P-19,1
690265,DULUTH P-23,1
690275,DULUTH P-25,1
690437,EAGLE'S NEST TWP.,1
690480,EVELETH P-2,1
690515,FIELD TWP.,1
690525,FLOODWOOD P-1,1
690570,GRAND LAKE TWP.,1
690585,GREENWOOD TWP.,1
690590,HALDEN TWP.,1
690625,HIBBING W-2 P-B,1
690770,LAKEWOOD TWP.,1
690775,LAVELL TWP.,1
690797,MCKINLEY,1
690799,MEADOWLANDS,1
690880,PIKE TWP.,1
690920,SOLWAY TWP.,1
690925,STONEY BROOK TWP.,1
691002,UNORG. PRCT. 21,1
691005,UNORG. PRCT. 23,1
691135,WHITE TWP. P-2,1
691150,WUORI TWP.,1
700050,JORDAN P-1,1
700060,LOUISVILLE TWP.,1
700097,PRIOR LAKE P-7,1
700099,ST. LAWRENCE TWP.,1
700100,SAND CREEK TWP.,1
700153,SHAKOPEE P-11,1
700157,SHAKOPEE P-12B,1
710070,LIVONIA TWP P1,1
710090,ST CLOUD W2 P5,1
710110,ZIMMERMAN P-1,1
720025,CORNISH TWP.,1
720030,DRYDEN TWP.,1
720035,FAXON TWP.,1
720040,GAYLORD,1
720045,GIBBON,1
720065,HENDERSON,1
720075,JESSENLAND TWP.,1
720105,SIBLEY TWP.,1
720115,WASHINGTON LAKE TWP.,1
730025,AVON TWP P-1,1
730055,COLLEGEVILLE TWP P2,1
730070,EDEN LAKE TWP,1
730095,FREEPORT,1
730120,HOLDINGFORD,1
730135,LAKE GEORGE TWP,1
730155,LYNDEN TWP,1
730230,RICHMOND,1
730235,ROCKVILLE,1
730270,ST CLOUD W1 P3,1
730285,ST CLOUD W1 P6,1
730350,ST CLOUD W4 P5,1
730399,ST MARTIN,1
730405,ST STEPHEN,1
730443,WAITE PARK P4,1
730450,ZION TWP,1
740035,ELLENDALE,1
740060,MERIDEN TWP.,1
740065,MERTON TWP.,1
740145,OWATONNA TWP.,1
750030,DONNELLY TWP.,1
750065,MOORE TWP.,1
750073,MORRIS P-1B,1
750080,MORRIS P-3A,1
760085,HOLLOWAY,1
760090,KERKHOVEN,1
760110,MOYER TWP.,1
770070,GERMANIA TWP,1
770075,GORDON TWP,1
770095,HEWITT,1
770105,KANDOTA TWP,1
770110,LESLIE TWP,1
770155,ROUND PRAIRIE TWP,1
770165,STAPLES TWP,1
770175,TURTLE CREEK TWP,1
770180,VILLARD TWP,1
780030,FOLSOM TWP.,1
780035,LAKE VALLEY TWP.,1
780085,WHEATON P-1,1
780090,WHEATON P-2,1
790005,BELLECHESTER,1
790025,GILLFORD TWP.,1
790035,GREENFIELD TWP.,1
790045,HIGHLAND TWP.,1
790050,HYDE PARK TWP.,1
790055,KELLOGG,1
790065,LAKE CITY P-1,1
790080,MAZEPPA CITY,1
790085,MAZEPPA TWP.,1
790105,MOUNT PLEASANT TWP.,1
790150,WABASHA W-3,1
790165,ZUMBRO TWP.,1
800005,ALDRICH CITY,1
800060,ORTON TWP.,1
800075,SEBEKA,1
800085,STAPLES,1
800110,WADENA P-3,1
810005,ALTON TWP.,1
810010,BLOOMING GROVE TWP.,1
810015,BYRON TWP.,1
810055,NEW RICHLAND TWP.,1
810060,OTISCO TWP.,1
810065,ST. MARY TWP.,1
810110,WILTON TWP.,1
810115,WOODVILLE TWP.,1
820015,AFTON W-3 P-1,1
820025,BAYPORT,1
820100,DENMARK TWP.,1
820135,GREY CLOUD ISLAND TWP.,1
820180,LAKELAND,1
820210,MARINE ON ST. CROIX,1
820285,ST. PAUL PARK P-1,1
820350,STILLWATER TWP.,1
820370,WILLERNIE,1
830005,ADRIAN TWP,1
830045,LONG LAKE TWP,1
830070,ODIN,1
840005,AKRON TWP.,1
840090,KENT CITY,1
840125,PRAIRIE VIEW TWP.,1
840135,ROTHSAY CITY,1
840145,TANBERG TWP.,1
850015,DRESBACH TWP.,1
850042,GOODVIEW P-2B,1
850045,HART TWP,1
850050,HILLSDALE TWP,1
850070,MINNESOTA CITY,1
850100,ROLLINGSTONE,1
850105,ROLLINGSTONE TWP,1
850140,WARREN TWP,1
850145,WHITEWATER TWP,1
850150,WILSON TWP,1
850170,WINONA W-1 P-4,1
850190,WINONA W-2 P-4,1
850195,WINONA W-3 P-1,1
850220,WINONA W-4 P-2,1
850240,WISCOY TWP.,1
860045,CLEARWATER,1
860085,FRANKLIN TWP,1
860090,FRENCH LAKE TWP,1
860120,MIDDLEVILLE TWP,1
860170,SOUTHSIDE TWP,1
860190,WOODLAND TWP,1
870010,CANBY,1
870020,CLARKFIELD,1
870025,ECHO,1
870080,HAZEL RUN TWP,1
870090,MINNESOTA FALLS TWP,1
870115,PORTER,1
870130,SANDNES TWP,1
870140,STONY RUN TWP,1
010015,BALL BLUFF TWP,0
010020,BALSAM TWP,0
010025,BEAVER TWP,0
010030,CLARK TWP,0
010035,CORNISH TWP,0
010038,UNORG 47-24 (DAVIDSON UNORG),0
010060,HAZELTON TWP,0
010065,HILL CITY,0
010075,IDUN TWP,0
010080,JEVNE TWP,0
010082,UNORG 45-24 (JEWETT UNORG),0
010090,LAKESIDE TWP,0
010095,LEE TWP,0
010100,LIBBY TWP E,0
010105,LIBBY TWP W,0
010110,LOGAN TWP,0
010115,MCGRATH,0
010125,MCGREGOR TWP,0
010140,MORRISON TWP,0
010145,NORDLAND TWP,0
010150,PALISADE,0
010155,PLINY TWP,0
010160,RICE RIVER TWP,0
010165,SALO TWP,0
010170,SEAVEY TWP,0
010200,VERDON TWP,0
010205,WAGNER TWP,0
010210,WAUKENABO TWP,0
010215,WEALTHWOOD TWP,0
010220,WHITE PINE TWP,0
010225,WILLIAMS TWP,0
010230,WORKMAN TWP,0
010240,NE AITKIN UNORG,0
010255,UNORG 48-27 (BLIND LAKE UNORG),0
010260,NW AITKIN UNORG P-2,0
010285,UNORG 51-27 (LEMAY UNORG),0
010290,NW AITKIN UNORG P-1,0
020205,BETHEL P-1,0
020335,BLAINE W-1 P-7,0
021405,COON RAPIDS W-5 P-1,0
021420,COON RAPIDS W-5 P-4,0
021705,FRIDLEY W-2 P-1,0
021915,HAM LAKE P-3A,0
021930,HAM LAKE P-6A,0
022105,LEXINGTON P-1,0
023105,SPRING LAKE PARK P-1A,0
030005,ATLANTA TWP,0
030025,CALLAWAY,0
030030,CALLAWAY TWP,0
030035,CARSONVILLE TWP,0
030040,CORMORANT TWP,0
030045,CUBA TWP,0
030051,DETROIT TWP P-2,0
030052,DETROIT TWP P-3,0
030082,EAGLE VIEW TWP,0
030090,EVERGREEN TWP,0
030095,FOREST TWP,0
030110,HAMDEN TWP,0
030115,HEIGHT OF LAND TWP,0
030120,HOLMESVILLE TWP,0
030135,LAKE PARK TWP,0
030150,OGEMA,0
030165,RICEVILLE TWP,0
030180,RUNEBERG TWP,0
030185,SAVANNAH TWP,0
030195,SILVER LEAF TWP,0
030200,SPRING CREEK TWP,0
030205,SPRUCE GROVE TWP,0
